task_id,worker_id,task_date,task_complexity,time_taken_minutes,accuracy
94293e7e-f368-436f-8636-4b8766096e44,W_032,2024-01-04,Low,6.22,0.97
a9a06eb3-2c84-4261-8109-3bc00ee92fe2,W_032,2024-01-04,Low,3.12,0.968
dadf79ef-2513-4e15-9d6d-bf2a93ce761d,W_032,2024-01-04,Low,6.31,1.0
daec7c25-3d2c-428e-8edf-c2de2e09bb0d,W_032,2024-01-04,Medium,9.81,0.934
e19661f8-aab5-41c1-a0a1-d5639c5a6b7d,W_032,2024-01-04,Low,6.91,0.981
5cb8521d-dfa4-4ef6-ab49-686d69419853,W_032,2024-01-04,Low,5.16,0.976
fe3d3fef-ef18-41ec-babb-1b47fcec0d38,W_032,2024-01-04,Low,4.65,0.997
edd45ed5-12e6-4c31-840f-74f5839a7768,W_032,2024-01-04,High,12.21,0.838
2fa3f05a-4d35-48a2-ad1b-2374b3450338,W_032,2024-01-04,Low,5.76,0.968
af283be3-ab23-4bf6-ae25-e331cf99a085,W_032,2024-01-04,Medium,7.07,0.966
a5400adf-0934-4f81-85c3-408b97b0dc38,W_032,2024-01-04,High,11.19,0.875
470a3e45-4eff-4f0f-b2d9-b38bbaccec50,W_032,2024-01-04,Medium,6.49,0.918
a0297357-a3bb-4a63-aba8-a371c7991d39,W_032,2024-01-04,High,13.08,0.887
3a09667c-db07-4c32-93b0-c5e6b90eecd3,W_032,2024-01-05,Low,3.48,0.987
4e3fd5da-319d-41fa-8059-4db3e42e208c,W_032,2024-01-05,Medium,6.63,0.963
e0267e7f-6dbb-4bea-bdbc-b58545d4779d,W_032,2024-01-05,Medium,9.11,0.96
82cf0ba6-41f8-4f6d-8869-87f6f918d0f0,W_032,2024-01-05,Low,5.21,0.972
ca5310ec-54cb-4c53-a6b3-53099d11d6d8,W_032,2024-01-05,Medium,9.1,0.942
9d91bce4-c279-481f-a3b6-38c4903babd2,W_032,2024-01-05,High,11.26,0.817
868c6fe1-2cb4-499f-b371-7943759f04b8,W_032,2024-01-05,High,10.43,0.851
5bd30798-4de7-4b01-99ba-8b0b26bc40eb,W_032,2024-01-05,Medium,7.03,0.841
8287ee89-3367-41ed-aa9e-763f87a8988d,W_032,2024-01-05,Low,3.81,0.973
2428010e-7c32-45be-8b0a-25600ea5cb6c,W_032,2024-01-05,Low,5.67,0.978
5272ee6d-b337-4ac5-b685-48400c9df82d,W_032,2024-01-05,Medium,8.33,0.914
c5113614-55ae-4166-93c0-34c5ca4b2857,W_032,2024-01-05,High,5.25,0.972
8f2d155b-cecf-4d3f-9883-1067778d3c6e,W_032,2024-01-05,High,14.31,0.901
70bbcb0a-dfff-4f2b-88ce-5b63a52f19b5,W_032,2024-01-05,Medium,6.92,0.902
9e9cfe71-fafe-44d7-9218-8e98ba085d66,W_032,2024-01-05,Medium,4.6,0.899
a46e7244-f253-44da-af79-983574b5cdae,W_032,2024-01-05,Low,6.86,0.963
7b91eb45-eb62-499d-9bf7-9f7a4199b08b,W_032,2024-01-06,Low,4.59,1.0
4bfcf505-892f-4556-b4d4-81c836171dcd,W_032,2024-01-06,Low,4.83,0.968
5742001e-39bb-4903-b9e5-edf4b8d6cb4c,W_032,2024-01-06,High,8.2,0.858
2d751400-c5a1-4296-8b39-1aa275fdb689,W_032,2024-01-06,Medium,5.51,0.922
57e8dc8b-d022-42ef-b39c-22e258a2ab64,W_032,2024-01-06,Low,4.96,0.947
897b1d01-4d6c-459f-8f85-f82d61419fcc,W_032,2024-01-06,High,12.6,0.853
6ed4cb5e-374e-4370-889b-2264523494f1,W_032,2024-01-06,Medium,9.38,0.893
5bd93b31-7500-4a89-8f8d-d3e1811dd6d2,W_032,2024-01-06,Medium,8.92,0.94
7281a799-102c-4c94-af29-4633e9720f21,W_032,2024-01-06,Low,5.27,0.938
f0ac461e-536e-43dc-9390-0df2e1c0a2e1,W_032,2024-01-06,Low,5.78,0.963
05e8b736-9d0a-4559-9ad2-188d09780821,W_032,2024-01-06,Medium,5.54,0.917
a5c9af37-302b-4b3b-aefc-d1c773c30d07,W_032,2024-01-07,High,12.05,0.893
bc39312b-c109-408e-b5d2-c46107b65f1c,W_032,2024-01-07,Low,5.52,0.977
5ffddb13-77ba-4137-bc84-9b2602f89944,W_032,2024-01-07,High,12.25,0.973
3baa7f5b-50b9-4cca-a539-ee396f4e9d4f,W_032,2024-01-07,Medium,9.53,0.959
62d44618-3f42-43fa-bf14-cb40a1faaaf0,W_032,2024-01-07,Medium,9.45,0.972
36a96811-c897-434f-95d4-627b99cff100,W_032,2024-01-07,Low,5.25,0.986
fced6988-3a69-459f-b3a3-78f09a392630,W_032,2024-01-07,Medium,8.93,0.923
de1c03fd-5793-413d-a5e5-8c4f81eab0c2,W_032,2024-01-07,Medium,8.46,0.934
efe2c099-ac8a-4379-af50-f7fe16bef784,W_032,2024-01-07,High,9.93,0.898
4c131a29-99eb-474c-a3cc-5d45b8e36594,W_032,2024-01-07,High,15.92,0.799
b4fca5d6-6121-48fe-a4b1-d8d76b155e7c,W_032,2024-01-07,Low,5.17,0.943
7c8a6f61-2e12-4fdd-93ac-fcb82d598a52,W_032,2024-01-07,High,11.65,0.785
408d175f-a331-414c-8ba4-6e9f02cd58b8,W_032,2024-01-08,Medium,7.69,0.918
b0e4e2aa-cd4a-49d4-ac8a-570ac485e218,W_032,2024-01-08,Low,5.09,0.982
40b2159f-9cf1-4750-bec9-289ddafaaafd,W_032,2024-01-08,Medium,9.22,0.932
782f251f-0f45-40dd-93fa-dc546e98a9b1,W_032,2024-01-08,Low,4.69,1.0
9f79a863-6b85-4aa4-9286-29766e8cd5db,W_032,2024-01-08,Low,4.74,0.967
a8e38906-6e88-4ebf-a712-1c0748a260ca,W_032,2024-01-08,Low,3.75,0.985
1a2248f5-f5ae-47f4-abef-ff438d24a293,W_032,2024-01-08,Low,6.89,0.924
25522141-b435-4475-8388-ca9686f4658e,W_032,2024-01-08,Low,2.81,0.981
958b17a2-ded8-4a60-b7a5-9ec08e78b8fb,W_032,2024-01-08,Low,3.9,0.975
031a4ef0-975e-4d63-a05d-904184a02b67,W_032,2024-01-08,High,12.38,0.901
723c96b8-dc9b-4b00-a2a0-c90f5915a756,W_032,2024-01-08,Low,6.33,1.0
3073f746-85f0-4a47-afda-e8cf61665e0c,W_032,2024-01-08,Low,4.18,0.959
a6ebe746-638a-487c-bedd-6c2972326342,W_032,2024-01-08,Low,5.8,0.976
b3e23e4a-7227-44cc-8ea8-598a14408640,W_032,2024-01-08,Low,3.58,0.96
62396feb-96a8-48d2-950e-2f1e3a91b504,W_032,2024-01-09,Medium,9.06,0.937
8e79d7b5-263a-4847-b990-8009ea250ef7,W_032,2024-01-09,Medium,8.76,0.91
7703abbf-b172-4ded-bed0-a7bfe7a5874e,W_032,2024-01-09,Low,4.21,0.972
1f546a23-b15b-4fc0-8f32-4244a9583212,W_032,2024-01-09,Low,4.04,0.968
eef7612c-ebab-40c7-967d-99853bff52f0,W_032,2024-01-09,Low,6.17,0.956
2544152a-4791-4532-ba8c-922568b6be19,W_032,2024-01-09,Low,6.56,0.969
93cc9045-7eb9-4e02-b1ad-a6783490e23c,W_032,2024-01-09,Low,5.47,0.979
c20c9c7e-c244-456f-970c-27a85568c4a1,W_032,2024-01-09,High,7.87,0.844
091c3ccb-34fe-46d0-a858-157d058196b8,W_032,2024-01-09,Medium,9.84,0.904
d2111c08-b254-44e5-b8d3-add4c58cf757,W_032,2024-01-09,Low,3.64,0.986
bb6aaf71-0cec-43a0-bc1b-d29ddb0c8fc1,W_032,2024-01-09,Medium,6.49,0.927
fb8d7149-931a-4ce1-a44b-eae859292aff,W_032,2024-01-09,Low,4.44,0.961
7044c3b2-4890-460f-a4d1-af857d50bef7,W_032,2024-01-09,Low,5.13,0.977
a63eb1d1-20e1-4b4e-a1c5-36e9e125d382,W_032,2024-01-10,High,14.39,0.906
58b01020-a7b8-4e73-bcec-cab1eef34b6f,W_032,2024-01-10,High,12.74,0.942
036ad109-f6a0-40e7-8656-fc6962f26755,W_032,2024-01-10,Low,5.53,0.983
fd739e70-6d0e-4a1e-813f-217ae1bc9c47,W_032,2024-01-10,Low,7.29,0.969
0d246e31-0bd5-48dd-8456-29d41ee83a21,W_032,2024-01-10,Low,4.18,0.953
92cf741d-6875-47b9-9302-05b75036904e,W_032,2024-01-10,High,13.06,0.801
e879e5d2-030b-4c1c-aecc-2b52b1cb469c,W_032,2024-01-10,High,10.87,0.866
24dd014c-90f7-4e50-9ec3-d6963a18a3b2,W_032,2024-01-10,High,10.25,0.902
e50e0a20-44f6-4131-ae97-770f058b5210,W_032,2024-01-10,High,13.06,0.898
dd47813f-8701-403c-a6c6-6d958a1a6a0b,W_032,2024-01-10,Low,6.85,0.96
19105bef-0196-460a-9796-129f0876906e,W_032,2024-01-10,Low,3.31,0.996
94b0a908-80b6-4883-8fca-acb4e5ac9e1c,W_032,2024-01-10,Low,4.55,0.999
0e7071e7-cdd0-402b-88e2-6143542cc728,W_032,2024-01-10,Low,4.63,1.0
da27358c-8a50-4725-9508-f6d5f5488195,W_032,2024-01-10,Medium,8.5,0.931
586aff80-7a10-48a8-9f8d-5963167bfbe1,W_032,2024-01-10,Low,4.06,0.98
11cb8796-6436-42e3-b069-34169545fb59,W_032,2024-01-11,High,9.89,0.85
6fed153d-2b6b-4453-8d5b-71fae6ce59a6,W_032,2024-01-11,Medium,7.06,0.908
74325be7-2d2e-4eb1-80c7-c3c135694be5,W_032,2024-01-11,Low,3.16,0.99
3d7f914f-3cff-4280-9f54-6af4de2e4933,W_032,2024-01-11,Medium,9.14,0.89
ce93a3b1-8f38-493d-ab81-1d5bd8b1920c,W_032,2024-01-11,Medium,5.92,0.925
2c81ea15-d741-42e5-be02-f5bc81187bff,W_032,2024-01-11,Low,4.69,0.99
f2676fbc-4b19-4c56-82c8-c1ec146f7986,W_032,2024-01-11,Medium,8.23,0.943
713d4ac0-ab70-4c25-b49d-8819e6254a5d,W_032,2024-01-11,Medium,9.18,0.895
e79e5d38-e4f4-47dc-86dd-6ea26c0542b6,W_032,2024-01-11,Low,4.68,0.967
02974ac2-d66f-4ed2-85c1-e7bcdd79c7be,W_032,2024-01-11,Low,5.17,0.967
ccb55ee5-e72b-4ada-86e0-b284e73e5357,W_032,2024-01-11,High,10.59,0.892
6d36ae03-6bdd-406f-a451-a8aa1cb170fb,W_032,2024-01-11,Low,2.99,0.985
9b17bb54-3c51-4b85-aedb-5382658f1369,W_032,2024-01-11,High,9.93,0.928
32591cbd-6450-4b0f-b1b4-c10bbc41b1fa,W_032,2024-01-12,Medium,8.98,0.863
c0b4344b-11c1-431b-a6e9-3886347ed72a,W_032,2024-01-12,High,12.34,0.943
bcd7356b-e998-4218-8701-3271c345d4b4,W_032,2024-01-12,Low,4.1,0.979
35620cdb-7d6a-4edd-a1b7-c604e93e85ea,W_032,2024-01-12,Low,5.97,0.996
26cf9f3f-55d7-4990-9461-3c58cc359408,W_032,2024-01-12,Low,6.94,0.98
3e476f35-5442-483c-b6c2-277f7576627c,W_032,2024-01-12,Low,5.85,0.982
4d94e452-ff6d-4c8f-99fd-8537e45319e6,W_032,2024-01-12,Low,5.18,0.976
6e71fa63-3f82-4024-9bd3-a5663e95bf13,W_032,2024-01-12,Low,5.05,0.96
a927efdf-7a79-494b-9986-b7e01f0bb623,W_032,2024-01-12,High,12.34,0.887
77240e2f-5456-4df9-b08e-93db40a3ab4f,W_032,2024-01-12,Low,6.92,0.945
78754834-84f0-431d-9197-9d6263782fea,W_032,2024-01-12,Medium,9.87,0.898
73e69090-adec-4199-a52e-ae9b0b5aa432,W_032,2024-01-12,Medium,10.84,0.953
0cbfd446-4bee-416e-9d66-d8b79a945afc,W_032,2024-01-12,Medium,9.2,0.905
24e99c5c-d912-498e-9456-c63367dc593c,W_032,2024-01-12,Low,5.74,0.976
77bc0535-ad83-4ea9-bd52-cc9985dec0cb,W_032,2024-01-12,Low,4.4,0.976
8a861336-d058-415e-8831-4a48281d768e,W_032,2024-01-12,High,10.53,0.893
58293d68-70bc-471e-9510-04041b4d1ac3,W_032,2024-01-12,High,8.42,0.874
b12d834c-a286-4c89-afa7-088a45137cec,W_032,2024-01-13,Medium,8.64,0.921
13b00482-b69b-46a1-ad72-e1bdfc2857ee,W_032,2024-01-13,Low,5.43,0.969
66a21ed0-d48c-4709-9c2d-0bac231843a1,W_032,2024-01-13,Medium,9.68,0.889
632a6948-3ae6-46fb-af3c-8f8d36cc03e8,W_032,2024-01-13,Medium,8.79,0.948
f0718f58-50ca-4374-a8e3-d7bec314ea95,W_032,2024-01-13,Medium,8.55,0.922
b5eab902-0a38-4497-bc81-40757ab4adc5,W_032,2024-01-13,Low,5.33,0.99
583697b0-aa08-462e-b566-1f3e437be6ed,W_032,2024-01-13,Low,4.73,0.94
726e1e31-afe5-44d2-a5ac-b8d8f9ee5de4,W_032,2024-01-13,Medium,9.42,0.951
e37fec6a-a56d-41e4-bb7d-00aa4a6d0bae,W_032,2024-01-13,Medium,9.61,0.946
88f86643-af4b-4487-9fe5-8f7ce6c971fe,W_032,2024-01-13,Medium,9.38,0.974
abe3352a-726e-43a1-8fbf-2f4da7a8352a,W_032,2024-01-13,Low,4.8,0.991
2edb2f6c-f0d9-480a-b52a-f8b3377ecb6c,W_032,2024-01-13,Medium,7.87,0.934
0346509f-ae4a-4d88-bf76-1678a372042d,W_032,2024-01-13,Medium,5.79,0.925
1602ab2f-723a-4473-93b6-c9b557bcb001,W_032,2024-01-13,High,10.73,0.891
d40a062d-2e71-4766-a90e-93e25739a43b,W_032,2024-01-13,Medium,9.96,0.919
6d8cfe3f-05fa-4c03-9e18-686357517e03,W_032,2024-01-13,High,10.55,0.921
82fca000-ab76-4eb4-ba1b-01b666cdbb66,W_032,2024-01-13,Medium,6.99,0.944
1f91a23b-0ed1-43aa-a5ab-9e8af5767607,W_032,2024-01-13,Medium,9.11,0.944
13cd7c2e-7245-4a95-bc85-cbed43662ab4,W_032,2024-01-13,Low,5.49,0.93
fb80e717-71ab-4e75-ac53-4d54e7d267ba,W_032,2024-01-14,Low,5.23,0.971
4d556c5c-c330-477d-98a0-3cd5bd999ab2,W_032,2024-01-14,Low,4.69,0.97
5cdb348f-ec61-47e1-b852-e8218923072a,W_032,2024-01-14,High,8.39,0.935
ba0defe0-5ab5-4000-9f40-b7ed604df07d,W_032,2024-01-14,Low,5.33,0.967
17da22ae-ddc8-4cc8-8d87-25a0f7c3f99f,W_032,2024-01-14,Low,3.66,0.974
755c74aa-42f0-49d9-82c1-73c61b6c0260,W_032,2024-01-14,Medium,5.93,0.939
e29c2847-c29e-41b6-8d01-bd03d6b674fa,W_032,2024-01-14,High,12.81,0.924
ab632012-d34e-4d4b-b596-22f121607de8,W_032,2024-01-14,Medium,9.41,0.947
4c05c6e3-d8ff-4d4e-ae6a-28145cab5e35,W_032,2024-01-14,Low,3.97,0.946
215b4241-00a9-4da0-b664-50e350f12f6d,W_032,2024-01-14,High,13.3,0.927
835b0428-b3c5-4a68-ae0d-6290368fabe1,W_032,2024-01-14,High,14.1,0.875
2846ca6c-af9f-40b2-b78d-c7761cd5912f,W_032,2024-01-14,Low,3.99,0.986
2f265154-5802-41b5-85b5-970373051114,W_032,2024-01-14,Low,4.94,0.933
2b8c0c5e-b17a-472f-b0f6-c0f2c917ed89,W_032,2024-01-14,High,9.34,0.881
7482c16e-3be0-4d2b-a1d8-5a89a270f08f,W_032,2024-01-14,High,12.14,0.909
b9138d0b-f7aa-4a65-a8d7-ce6ea750604f,W_032,2024-01-14,Low,5.84,0.979
3cb36dd1-d460-47c0-b1b0-e0fa371b4e86,W_032,2024-01-14,Low,5.72,0.958
e22f8bab-a735-4305-9068-903c5eb9028f,W_032,2024-01-15,High,11.7,0.9
c6b50727-7b2b-4269-9975-ba44adafa7cc,W_032,2024-01-15,Low,3.55,0.991
a4c89e52-3b1c-4e33-85df-2711563503f0,W_032,2024-01-15,Low,6.27,0.954
59b6c2f0-7925-44dd-87bd-bcc9c8888dbd,W_032,2024-01-15,Low,4.17,0.964
959a64b8-fdad-4aa7-9903-9bd8ebe1d419,W_032,2024-01-15,Low,6.31,0.978
0b0b36b6-fd73-4239-bba0-45137136731a,W_032,2024-01-15,Low,3.25,0.974
16446da2-ab12-40ee-99b5-c608a8ff908b,W_032,2024-01-15,Medium,7.12,0.924
0c6cead3-0003-47a3-9b29-7007ab49dc4a,W_032,2024-01-15,Low,4.82,0.949
f9605d0c-79f1-4c94-a608-0c29605ef558,W_032,2024-01-15,Low,4.9,0.937
c415ee3f-eb83-48ef-bbc6-cd1505c6f567,W_032,2024-01-15,Medium,6.2,0.969
9dbbe578-32a2-4de3-b130-b85451b6ce52,W_032,2024-01-15,Medium,7.19,0.917
d0f289a8-08d3-41b3-b5fe-dfd5fe9ae401,W_032,2024-01-15,Low,4.83,0.963
e93d8c88-aac1-434a-ae7b-f137f359fa1e,W_032,2024-01-15,Medium,9.08,0.99
44fb61bf-ff94-486e-8819-ad80922a9614,W_032,2024-01-15,Low,5.43,0.965
6ef997e1-1b61-4561-a718-94abb301e2cb,W_032,2024-01-15,High,14.87,0.936
a9cd01e9-16c8-437f-bbcf-e4a67004f7a4,W_032,2024-01-16,Medium,9.71,0.951
3442f46b-6c44-41a4-b2a6-0629c1f4ac8e,W_032,2024-01-16,Medium,7.66,0.916
0c31fcfb-2b8a-4681-97bb-05052f77a5e9,W_032,2024-01-16,High,11.69,0.819
f1eaa477-886a-4a65-89d6-6a7f1dd72327,W_032,2024-01-16,Low,4.69,0.934
d2eaf9bb-aa14-46f2-b331-87088b04a63e,W_032,2024-01-16,High,16.33,0.889
e7a5c2cc-c61c-4b3b-817e-c6d566642fd8,W_032,2024-01-16,Low,5.37,0.987
44e1793d-5642-4083-8187-02dc33ecccde,W_032,2024-01-16,Low,6.3,0.968
61ba479e-41b9-4d64-9829-036223bf0ae0,W_032,2024-01-16,Medium,7.74,0.938
27603811-cb83-4e23-b99e-5cd1261d5a4b,W_032,2024-01-16,High,11.8,0.878
0c571ed9-f9c6-4938-bc53-34b993fdb00c,W_032,2024-01-16,Low,5.33,0.956
4733b912-1145-4694-9b91-f24e3b2e6c55,W_032,2024-01-16,High,12.37,0.909
767d9615-d9b4-4eec-9c76-45bc211f2ac9,W_032,2024-01-16,Medium,9.65,0.924
e78e399d-98ea-40d5-ab8b-c9810e8d87c5,W_032,2024-01-16,High,9.79,0.893
d7269c5b-0226-4b54-9d4f-d263ce09d396,W_032,2024-01-16,Low,4.9,0.981
d9c23ca7-67d7-4014-9af3-2c53aa2bb6d1,W_032,2024-01-16,Medium,7.25,1.0
ce7571ea-640a-4c7d-a6a2-af60f8fe9f08,W_032,2024-01-16,Medium,9.86,0.885
31a149d3-99bf-45d9-a9fd-b20b52d4a07e,W_032,2024-01-16,Low,4.87,0.979
0c589084-40ab-4981-810f-982bddf3e115,W_032,2024-01-16,Medium,6.84,0.899
f52b6b9b-1269-467a-a895-29ceef138d68,W_032,2024-01-16,Low,6.12,0.928
b85e2adf-8ebd-41f7-921a-b43d56b90cbc,W_032,2024-01-16,Low,5.08,0.954
56720110-2613-4be8-976f-776b03a1eac8,W_032,2024-01-17,Low,4.25,0.956
4c5ef026-d13c-4dc7-896a-21260b6d51b9,W_032,2024-01-17,Low,5.47,0.961
10a34666-c349-4751-bcd8-d182c868facb,W_032,2024-01-17,Low,3.2,0.953
9846b939-d173-4f0a-aef6-5bd10c00988d,W_032,2024-01-17,Low,5.13,0.974
4d758c19-dbba-4de3-8b12-4bb61c8a81f4,W_032,2024-01-17,Low,6.17,0.945
aebe84a1-e6ec-4e01-9526-5b2c9802a877,W_032,2024-01-17,Low,7.13,0.979
647b5cbc-480e-4ec0-9dfe-861948599a4a,W_032,2024-01-17,Medium,5.33,0.9
27e5ed3a-da65-4eed-af7e-a7ddadb7c861,W_032,2024-01-17,Medium,9.32,0.962
852eaa78-33bd-4dc8-afc6-52a262602a99,W_032,2024-01-17,Low,4.18,1.0
273d18b4-ec72-4a9d-98eb-b81ac32beb7b,W_032,2024-01-17,Medium,9.41,0.938
6955a661-95c9-4cb6-8412-aeb21b270705,W_032,2024-01-17,Medium,9.07,0.964
46fe3a89-e477-44b1-95d8-4cf1aeaf2f4f,W_032,2024-01-17,Low,4.31,0.97
01f980b4-af15-4066-9ffd-af13f227ce80,W_032,2024-01-17,Low,4.4,1.0
dfa777f8-2aeb-45a8-9c19-fa4f20147fc8,W_032,2024-01-17,Low,4.39,0.966
cd240c79-f484-4c24-bdf1-88d23a2c517d,W_032,2024-01-17,Medium,8.93,0.947
91fc6c73-fd2c-473d-a0e3-2ce10093377b,W_032,2024-01-17,Low,5.36,0.954
cb694899-c10f-4362-b74a-da2fa61712d9,W_032,2024-01-17,Medium,10.8,0.867
bcba3e80-d680-4e95-9278-810736190f6c,W_032,2024-01-18,Low,5.14,0.94
deb01593-f75f-4400-a6fc-68fa40a5d487,W_032,2024-01-18,Low,5.16,1.0
08bb2d4c-9adf-4f0b-89c5-97263fc11fb0,W_032,2024-01-18,Low,4.59,0.954
e8cbefa3-839d-435b-96af-71cf1ae595cd,W_032,2024-01-18,High,12.99,0.807
0b4aab7e-e1ae-4a4e-924c-2543727d1dfa,W_032,2024-01-18,Medium,7.76,0.953
e8f512d4-39d6-4735-b2cb-a36a4cbb4e0d,W_032,2024-01-18,Low,4.31,0.951
de4d02c1-1794-4142-9388-918d522db804,W_032,2024-01-18,Medium,6.47,0.95
f73c32b0-326a-4219-8686-d912ac48daee,W_032,2024-01-18,High,10.67,0.864
6863f570-16c4-4e94-a047-aa52e51ceebd,W_032,2024-01-18,Low,3.63,0.931
3e99711d-c81b-475a-808d-4799e5532c64,W_032,2024-01-18,High,13.53,0.824
8538ddad-79b6-416b-b331-d0eb9b367e06,W_032,2024-01-18,Medium,6.62,0.903
3c2b6e43-90b3-455d-b50a-4222743f6f7a,W_032,2024-01-18,Medium,8.45,0.94
5490c1b2-c788-4541-a535-7ba4f6342eb8,W_032,2024-01-19,High,11.68,0.905
2f5b5d91-c53b-4805-aede-04b9165bfbc7,W_032,2024-01-19,Low,5.6,0.971
402275c4-1a3d-4e64-bade-79f2afbad2aa,W_032,2024-01-19,Low,5.88,0.982
2a975580-d516-46a1-b403-24f846e7b4df,W_032,2024-01-19,Medium,9.19,0.934
09ac7e66-ad10-4765-906f-1159a1e451c2,W_032,2024-01-19,Low,4.19,0.949
5ff7df56-183f-42b2-b9fe-a3ecd1c15138,W_032,2024-01-19,Low,3.94,0.962
d9bd695d-43e1-4645-9901-1f50c95f9518,W_032,2024-01-19,Medium,10.5,0.909
8b6efd1d-7ee0-416b-8fd1-25ff3052c46f,W_032,2024-01-19,Low,4.73,0.966
257d1a49-4751-490d-bca1-109a9f4038af,W_032,2024-01-19,Low,3.44,0.98
abb6ae6b-d465-4631-b28c-a699b3846637,W_032,2024-01-19,Low,4.62,0.952
b87dabf9-871d-4976-8bc9-ff05048269e1,W_032,2024-01-19,Low,4.91,1.0
0b6334b8-9cfd-4dc1-ae90-71d417c55dde,W_032,2024-01-19,Low,5.81,1.0
3dc40a42-421b-422d-bef6-305d7ab4ed92,W_032,2024-01-19,Low,2.33,0.958
44554743-979b-4760-bad3-eb6b51b5871a,W_032,2024-01-19,Low,4.95,0.971
bfdd7cf3-cbea-465a-9091-a2f00c6969f3,W_032,2024-01-19,Low,3.1,0.933
647b2f11-79ac-48cf-9f35-285301abd4a2,W_032,2024-01-19,High,11.91,0.837
460996ff-2b57-4d60-9b19-7ce9c5fd0cdf,W_032,2024-01-19,Low,4.16,1.0
7aa37e4e-5b5c-4ad6-8475-f9bf4657a3f4,W_032,2024-01-20,Medium,4.61,0.913
15d334f4-ce22-49a6-862a-99c5fd6ce623,W_032,2024-01-20,Medium,9.83,0.916
f56b4dca-087e-4bb1-85e4-a49a676f7f3e,W_032,2024-01-20,Low,4.83,0.975
0f4c5c89-2c96-4f06-b268-dc388bf35fc1,W_032,2024-01-20,Low,3.83,0.961
63abd5d2-1807-42e7-ac46-3f521c8c59d3,W_032,2024-01-20,Low,5.39,0.964
829f90a7-4d9b-46ac-a16e-b2a9bd933565,W_032,2024-01-20,Medium,10.23,0.93
0c632086-a9b5-40dd-bcc4-245a675b050b,W_032,2024-01-20,Low,4.95,0.993
097536f7-d344-4a1d-aede-8c275b330c46,W_032,2024-01-20,Low,4.84,0.996
d264a8fb-0878-4c69-942b-3922065378a5,W_032,2024-01-20,Medium,7.71,0.957
3077f500-1f7b-4de4-ae3b-4403bd3b0638,W_032,2024-01-20,Medium,8.94,0.915
cfa99cd6-0353-43e5-8895-08c496394247,W_032,2024-01-20,Low,5.98,0.968
ed6e3630-c970-44cc-a442-fbf6595b44c6,W_032,2024-01-20,High,11.73,0.898
22538c7f-99c9-4526-9d27-05a71b9a1aa3,W_032,2024-01-20,Low,4.99,0.988
3181c645-ff4a-4439-9089-f00382736f20,W_032,2024-01-20,High,13.21,0.895
965eccf2-0b7f-43e2-b771-16e0aea19aac,W_032,2024-01-20,Medium,7.7,0.935
b3774a6d-9622-4d71-9b3b-75791c80fc01,W_032,2024-01-20,High,15.65,0.891
92f3dc21-c4cf-4cc2-b863-c7f1eedcec9d,W_032,2024-01-20,Medium,9.81,0.907
bee9a2e6-459e-45c7-b13a-4bbbb138cc3d,W_032,2024-01-21,Low,6.0,0.976
e9d9913f-6cb5-4d06-a77e-033aa1cefce2,W_032,2024-01-21,High,11.99,0.872
85e3a644-3023-4f57-b5c1-4600f5dd934b,W_032,2024-01-21,Low,6.91,0.98
5ac466f9-ba64-46f3-8496-bb0ae8f9109d,W_032,2024-01-21,Low,4.53,0.944
634276ed-e359-4f36-90c0-f008c689454e,W_032,2024-01-21,Low,4.6,0.993
f2341942-25ae-4f96-917b-bf0b16f1d865,W_032,2024-01-21,Medium,9.53,0.883
3d058a4b-e209-4fb8-aed4-e4651aa98a42,W_032,2024-01-21,Medium,8.8,0.893
8295307a-2a6e-4d99-98b7-eded20f1fe32,W_032,2024-01-21,Low,6.8,0.967
751d01d8-56b3-43aa-b375-f5688d9f62c3,W_032,2024-01-21,Medium,6.71,0.958
351e6279-243d-475e-8f5b-873b5b2b87fe,W_032,2024-01-21,Low,5.96,0.923
392a9332-fca9-495a-be99-7afb4c81d7d5,W_032,2024-01-21,Medium,8.74,0.956
c8f8cf29-d41c-4ff1-9995-a20d61541b7c,W_032,2024-01-21,Low,4.51,0.938
3e3f17fb-9120-41a7-9309-d70ebb4b6888,W_032,2024-01-21,Low,6.15,0.979
59456d9a-4095-4b99-8db3-ab216d72a421,W_032,2024-01-21,Medium,8.75,0.923
6af05592-d398-40ff-9f44-0a1df71c0e4a,W_032,2024-01-21,High,10.75,0.875
9e69b308-52c0-4ad8-b048-e3cdb34b245b,W_032,2024-01-21,High,9.56,0.911
ee431529-31d3-42e2-93d4-e46c051c90f2,W_032,2024-01-21,Medium,6.11,0.949
f785857b-13c8-4053-b36e-6f5619455adb,W_032,2024-01-21,Low,4.52,0.957
e40f076e-bed7-4ebb-813c-afce08bba5e7,W_032,2024-01-21,High,8.47,0.949
2483168a-a2a4-46be-95be-7e4d26b60970,W_032,2024-01-21,Medium,4.34,0.979
c155f0e2-4b41-4187-92fa-7ca8fdcfb11a,W_032,2024-01-22,Low,5.06,0.982
699e33cb-f34e-4109-9640-4d45a7b892e4,W_032,2024-01-22,Medium,7.33,0.919
6480133a-5a5e-42e1-9fa6-ba3e217768b0,W_032,2024-01-22,Low,3.57,0.962
205e8e6b-4547-417b-b04e-e2e8e212551c,W_032,2024-01-22,Low,6.69,0.972
6747c05d-18eb-4372-a04e-8eb48b52f454,W_032,2024-01-22,Medium,8.69,0.897
